GEOID,Tract,Tract Number,Neighborhood,Location,Latitude,Longitude,City Boundaries_from_22pk_kkuz,Los Angeles Incorporated Cities,DPW_CITY_BOUNDARIES_from_dmu2_xaer,la_county_tracts_from_jczq_z5ui,Neighborhoods_from_9utn_waje,L.A. City Boundaries and Annexations/Detachments
1400000US06037206300,"Census Tract 2063, Los Angeles County, California",206300,Downtown,"(34.0405235, -118.244262)",34.0405235,-118.244262,76,76,305,1081,66,305
1400000US06037207101,"Census Tract 2071.01, Los Angeles County, California",207101,Downtown,"(34.0610075, -118.2449835)",34.0610075,-118.2449835,76,76,305,2319,66,305
1400000US06037207102,"Census Tract 2071.02, Los Angeles County, California",207102,Chinatown,"(34.058835, -118.239167)",34.058835,-118.239167,76,76,305,68,50,305
1400000US06037207103,"Census Tract 2071.03, Los Angeles County, California",207103,Chinatown,"(34.0642795, -118.2398345)",34.0642795,-118.2398345,76,76,305,465,50,305
1400000US06037207301,"Census Tract 2073.01, Los Angeles County, California",207301,Downtown,"(34.0469135, -118.251366)",34.0469135,-118.251366,76,76,305,69,66,305
1400000US06037207302,"Census Tract 2073.02, Los Angeles County, California",207302,Downtown,"(34.0474815, -118.2478185)",34.0474815,-118.2478185,76,76,305,1082,66,305
1400000US06037207400,"Census Tract 2074, Los Angeles County, California",207400,Downtown,"(34.056393, -118.24561)",34.056393,-118.24561,76,76,305,1870,66,305
1400000US06037207501,"Census Tract 2075.01, Los Angeles County, California",207501,Downtown,"(34.0565345, -118.2528675)",34.0565345,-118.2528675,76,76,305,70,66,305
1400000US06037207502,"Census Tract 2075.02, Los Angeles County, California",207502,Downtown,"(34.0524315, -118.253282)",34.0524315,-118.253282,76,76,305,466,66,305
1400000US06037207710,"Census Tract 2077.10, Los Angeles County, California",207710,Downtown,"(34.0467345, -118.2622625)",34.0467345,-118.2622625,76,76,305,1871,66,305
1400000US06037207900,"Census Tract 2079, Los Angeles County, California",207900,Downtown,"(34.0403745, -118.260362)",34.0403745,-118.260362,76,76,305,1911,66,305
1400000US06037208000,"Census Tract 2080, Los Angeles County, California",208000,Echo Park,"(34.062852, -118.2552085)",34.062852,-118.2552085,76,76,305,1872,76,305
1400000US06037208301,"Census Tract 2083.01, Los Angeles County, California",208301,Westlake,"(34.061991, -118.265842)",34.061991,-118.265842,76,76,305,2159,258,305
1400000US06037208302,"Census Tract 2083.02, Los Angeles County, California",208302,Westlake,"(34.0634965, -118.26261)",34.0634965,-118.26261,76,76,305,2320,258,305
1400000US06037208401,"Census Tract 2084.01, Los Angeles County, California",208401,Westlake,"(34.063775, -118.269137)",34.063775,-118.269137,76,76,305,1083,258,305
1400000US06037208402,"Census Tract 2084.02, Los Angeles County, California",208402,Westlake,"(34.0682985, -118.265581)",34.0682985,-118.265581,76,76,305,467,258,305
1400000US06037208501,"Census Tract 2085.01, Los Angeles County, California",208501,Westlake,"(34.0694385, -118.271932)",34.0694385,-118.271932,76,76,305,1873,258,305
1400000US06037208502,"Census Tract 2085.02, Los Angeles County, California",208502,Westlake,"(34.0660235, -118.2741745)",34.0660235,-118.2741745,76,76,305,1084,258,305
1400000US06037208610,"Census Tract 2086.10, Los Angeles County, California",208610,Westlake,"(34.071928, -118.280946)",34.071928,-118.280946,76,76,305,468,258,305
1400000US06037208620,"Census Tract 2086.20, Los Angeles County, California",208620,Westlake,"(34.069656, -118.2780295)",34.069656,-118.2780295,76,76,305,654,258,305
1400000US06037208710,"Census Tract 2087.10, Los Angeles County, California",208710,Westlake,"(34.065666, -118.282003)",34.065666,-118.282003,76,76,305,1874,258,305
1400000US06037208720,"Census Tract 2087.20, Los Angeles County, California",208720,Westlake,"(34.062837, -118.2811225)",34.062837,-118.2811225,76,76,305,1875,258,305
1400000US06037208801,"Census Tract 2088.01, Los Angeles County, California",208801,Westlake,"(34.0602215, -118.276593)",34.0602215,-118.276593,76,76,305,71,258,305
1400000US06037208802,"Census Tract 2088.02, Los Angeles County, California",208802,Westlake,"(34.061881, -118.2785535)",34.061881,-118.2785535,76,76,305,544,258,305
1400000US06037208902,"Census Tract 2089.02, Los Angeles County, California",208902,Westlake,"(34.0564435, -118.2723635)",34.0564435,-118.2723635,76,76,305,1085,258,305
1400000US06037208903,"Census Tract 2089.03, Los Angeles County, California",208903,Westlake,"(34.0594445, -118.273509)",34.0594445,-118.273509,76,76,305,469,258,305
1400000US06037208904,"Census Tract 2089.04, Los Angeles County, California",208904,Westlake,"(34.059592, -118.270177)",34.059592,-118.270177,76,76,305,1876,258,305
1400000US06037209102,"Census Tract 2091.02, Los Angeles County, California",209102,Westlake,"(34.05566, -118.2674565)",34.05566,-118.2674565,76,76,305,1117,258,305
1400000US06037209103,"Census Tract 2091.03, Los Angeles County, California",209103,Westlake,"(34.0570845, -118.2639395)",34.0570845,-118.2639395,76,76,305,470,258,305
1400000US06037209104,"Census Tract 2091.04, Los Angeles County, California",209104,Westlake,"(34.058994, -118.2663115)",34.058994,-118.2663115,76,76,305,2226,258,305
1400000US06037209200,"Census Tract 2092, Los Angeles County, California",209200,Westlake,"(34.054276, -118.26086)",34.054276,-118.26086,76,76,305,1877,258,305
1400000US06037209300,"Census Tract 2093, Los Angeles County, California",209300,Westlake,"(34.0508765, -118.2678705)",34.0508765,-118.2678705,76,76,305,1878,258,305
1400000US06037209401,"Census Tract 2094.01, Los Angeles County, California",209401,Westlake,"(34.0568345, -118.2810775)",34.0568345,-118.2810775,76,76,305,1912,258,305
1400000US06037209402,"Census Tract 2094.02, Los Angeles County, California",209402,Westlake,"(34.0546635, -118.2772135)",34.0546635,-118.2772135,76,76,305,1913,258,305
1400000US06037209403,"Census Tract 2094.03, Los Angeles County, California",209403,Westlake,"(34.0531325, -118.273845)",34.0531325,-118.273845,76,76,305,72,258,305
1400000US06037209510,"Census Tract 2095.10, Los Angeles County, California",209510,Westlake,"(34.0530605, -118.281509)",34.0530605,-118.281509,76,76,305,2321,258,305
1400000US06037209520,"Census Tract 2095.20, Los Angeles County, California",209520,Pico-Union,"(34.050539, -118.2769545)",34.050539,-118.2769545,76,76,305,471,181,305
1400000US06037209810,"Census Tract 2098.10, Los Angeles County, California",209810,Pico-Union,"(34.049228, -118.2819155)",34.049228,-118.2819155,76,76,305,1118,181,305
1400000US06037209820,"Census Tract 2098.20, Los Angeles County, California",209820,Pico-Union,"(34.047197, -118.278215)",34.047197,-118.278215,76,76,305,1879,181,305
1400000US06037210010,"Census Tract 2100.10, Los Angeles County, California",210010,Pico-Union,"(34.0467975, -118.2717075)",34.0467975,-118.2717075,76,76,305,1119,181,305
1400000US06037211000,"Census Tract 2110, Los Angeles County, California",211000,Hancock Park,"(34.0683115, -118.3326325)",34.0683115,-118.3326325,76,76,305,1880,98,305
1400000US06037211120,"Census Tract 2111.20, Los Angeles County, California",211120,Westlake,"(34.0652025, -118.286978)",34.0652025,-118.286978,76,76,305,1914,258,305
1400000US06037211121,"Census Tract 2111.21, Los Angeles County, California",211121,Westlake,"(34.0726225, -118.2849265)",34.0726225,-118.2849265,76,76,305,655,258,305
1400000US06037211122,"Census Tract 2111.22, Los Angeles County, California",211122,Koreatown,"(34.0726525, -118.289233)",34.0726525,-118.289233,76,76,305,399,29,305
1400000US06037211201,"Census Tract 2112.01, Los Angeles County, California",211201,Koreatown,"(34.074518, -118.298475)",34.074518,-118.298475,76,76,305,73,29,305
1400000US06037211202,"Census Tract 2112.02, Los Angeles County, California",211202,Koreatown,"(34.074526, -118.2941155)",34.074526,-118.2941155,76,76,305,1881,29,305
1400000US06037211310,"Census Tract 2113.10, Los Angeles County, California",211310,Koreatown,"(34.0708895, -118.298462)",34.0708895,-118.298462,76,76,305,545,29,305
1400000US06037211320,"Census Tract 2113.20, Los Angeles County, California",211320,Koreatown,"(34.0708825, -118.294158)",34.0708825,-118.294158,76,76,305,508,29,305
1400000US06037211410,"Census Tract 2114.10, Los Angeles County, California",211410,Koreatown,"(34.0726125, -118.307315)",34.0726125,-118.307315,76,76,305,332,29,305
1400000US06037211420,"Census Tract 2114.20, Los Angeles County, California",211420,Koreatown,"(34.072636, -118.302937)",34.072636,-118.302937,76,76,305,1120,29,305
1400000US06037211500,"Census Tract 2115, Los Angeles County, California",211500,Windsor Square,"(34.0725965, -118.316)",34.0725965,-118.316,76,76,305,1915,270,305
1400000US06037211701,"Census Tract 2117.01, Los Angeles County, California",211701,Windsor Square,"(34.0653255, -118.3184645)",34.0653255,-118.3184645,76,76,305,1121,270,305
1400000US06037211703,"Census Tract 2117.03, Los Angeles County, California",211703,Koreatown,"(34.067143, -118.311589)",34.067143,-118.311589,76,76,305,1882,29,305
1400000US06037211704,"Census Tract 2117.04, Los Angeles County, California",211704,Koreatown,"(34.0635115, -118.3116385)",34.0635115,-118.3116385,76,76,305,493,29,305
1400000US06037211802,"Census Tract 2118.02, Los Angeles County, California",211802,Koreatown,"(34.0635375, -118.304729)",34.0635375,-118.304729,76,76,305,656,29,305
1400000US06037211803,"Census Tract 2118.03, Los Angeles County, California",211803,Koreatown,"(34.0671885, -118.3022325)",34.0671885,-118.3022325,76,76,305,650,29,305
1400000US06037211804,"Census Tract 2118.04, Los Angeles County, California",211804,Koreatown,"(34.0671615, -118.3066105)",34.0671615,-118.3066105,76,76,305,74,29,305
1400000US06037211910,"Census Tract 2119.10, Los Angeles County, California",211910,Koreatown,"(34.067207, -118.2985)",34.067207,-118.2985,76,76,305,1883,29,305
1400000US06037211921,"Census Tract 2119.21, Los Angeles County, California",211921,Koreatown,"(34.067232, -118.292902)",34.067232,-118.292902,76,76,305,1916,29,305
1400000US06037211922,"Census Tract 2119.22, Los Angeles County, California",211922,Koreatown,"(34.067223, -118.295398)",34.067223,-118.295398,76,76,305,1122,29,305
1400000US06037212101,"Census Tract 2121.01, Los Angeles County, California",212101,Koreatown,"(34.0635935, -118.29414)",34.0635935,-118.29414,76,76,305,1884,29,305
1400000US06037212102,"Census Tract 2121.02, Los Angeles County, California",212102,Koreatown,"(34.0635735, -118.298496)",34.0635735,-118.298496,76,76,305,75,29,305
1400000US06037212202,"Census Tract 2122.02, Los Angeles County, California",212202,Westlake,"(34.056368, -118.2879195)",34.056368,-118.2879195,76,76,305,494,258,305
1400000US06037212203,"Census Tract 2122.03, Los Angeles County, California",212203,Koreatown,"(34.0597625, -118.290359)",34.0597625,-118.290359,76,76,305,2322,29,305
1400000US06037212204,"Census Tract 2122.04, Los Angeles County, California",212204,Westlake,"(34.0597755, -118.2861875)",34.0597755,-118.2861875,76,76,305,1917,258,305
1400000US06037212303,"Census Tract 2123.03, Los Angeles County, California",212303,Koreatown,"(34.059763, -118.2935145)",34.059763,-118.2935145,76,76,305,1885,29,305
1400000US06037212304,"Census Tract 2123.04, Los Angeles County, California",212304,Koreatown,"(34.0597395, -118.2982)",34.0597395,-118.2982,76,76,305,610,29,305
1400000US06037212305,"Census Tract 2123.05, Los Angeles County, California",212305,Koreatown,"(34.056107, -118.298204)",34.056107,-118.298204,76,76,305,495,29,305
1400000US06037212306,"Census Tract 2123.06, Los Angeles County, California",212306,Koreatown,"(34.0561295, -118.2940735)",34.0561295,-118.2940735,76,76,305,657,29,305
1400000US06037212410,"Census Tract 2124.10, Los Angeles County, California",212410,Koreatown,"(34.05971, -118.301987)",34.05971,-118.301987,76,76,305,2227,29,305
1400000US06037212420,"Census Tract 2124.20, Los Angeles County, California",212420,Koreatown,"(34.056087, -118.301978)",34.056087,-118.301978,76,76,305,1886,29,305
1400000US06037212501,"Census Tract 2125.01, Los Angeles County, California",212501,Koreatown,"(34.0560675, -118.305364)",34.0560675,-118.305364,76,76,305,1123,29,305
1400000US06037212502,"Census Tract 2125.02, Los Angeles County, California",212502,Koreatown,"(34.0580795, -118.306623)",34.0580795,-118.306623,76,76,305,1887,29,305
1400000US06037212610,"Census Tract 2126.10, Los Angeles County, California",212610,Koreatown,"(34.0598685, -118.314272)",34.0598685,-118.314272,76,76,305,546,29,305
1400000US06037212620,"Census Tract 2126.20, Los Angeles County, California",212620,Koreatown,"(34.0562585, -118.313612)",34.0562585,-118.313612,76,76,305,1918,29,305
1400000US06037212701,"Census Tract 2127.01, Los Angeles County, California",212701,Koreatown,"(34.0546775, -118.3194445)",34.0546775,-118.3194445,76,76,305,1841,29,305
1400000US06037212702,"Census Tract 2127.02, Los Angeles County, California",212702,Mid-Wilshire,"(34.0575235, -118.3258035)",34.0575235,-118.3258035,76,76,305,1124,155,305
1400000US06037212800,"Census Tract 2128, Los Angeles County, California",212800,Mid-Wilshire,"(34.0523625, -118.330411)",34.0523625,-118.330411,76,76,305,1842,155,305
1400000US06037212900,"Census Tract 2129, Los Angeles County, California",212900,Arlington Heights,"(34.0501175, -118.321485)",34.0501175,-118.321485,76,76,305,341,12,305
1400000US06037213100,"Census Tract 2131, Los Angeles County, California",213100,Arlington Heights,"(34.0508045, -118.3133105)",34.0508045,-118.3133105,76,76,305,1125,12,305
1400000US06037213201,"Census Tract 2132.01, Los Angeles County, California",213201,Harvard Heights,"(34.052656, -118.3044735)",34.052656,-118.3044735,76,76,305,1843,102,305
1400000US06037213202,"Census Tract 2132.02, Los Angeles County, California",213202,Harvard Heights,"(34.0490315, -118.3045065)",34.0490315,-118.3045065,76,76,305,76,102,305
1400000US06037213310,"Census Tract 2133.10, Los Angeles County, California",213310,Pico-Union,"(34.0508675, -118.29803)",34.0508675,-118.29803,76,76,305,1844,181,305
1400000US06037213320,"Census Tract 2133.20, Los Angeles County, California",213320,Pico-Union,"(34.0508855, -118.2937275)",34.0508855,-118.2937275,76,76,305,1126,181,305
1400000US06037213401,"Census Tract 2134.01, Los Angeles County, California",213401,Westlake,"(34.053716, -118.287906)",34.053716,-118.287906,76,76,305,342,258,305
1400000US06037213402,"Census Tract 2134.02, Los Angeles County, California",213402,Pico-Union,"(34.0498995, -118.28787)",34.0498995,-118.28787,76,76,305,2291,181,305
1400000US06037214000,"Census Tract 2140, Los Angeles County, California",214000,Fairfax,"(34.0745805, -118.3486205)",34.0745805,-118.3486205,76,76,305,1919,85,305
1400000US06037214100,"Census Tract 2141, Los Angeles County, California",214100,Hancock Park,"(34.074602, -118.339096)",34.074602,-118.339096,76,76,305,1845,98,305
1400000US06037214400,"Census Tract 2144, Los Angeles County, California",214400,Fairfax,"(34.078166, -118.3573315)",34.078166,-118.3573315,76,76,305,2228,85,305
1400000US06037214501,"Census Tract 2145.01, Los Angeles County, California",214501,Mid-Wilshire,"(34.070503, -118.357312)",34.070503,-118.357312,76,76,305,1846,155,305
1400000US06037214502,"Census Tract 2145.02, Los Angeles County, California",214502,Mid-Wilshire,"(34.0677735, -118.35135)",34.0677735,-118.35135,76,76,305,343,155,305
1400000US06037214503,"Census Tract 2145.03, Los Angeles County, California",214503,Mid-Wilshire,"(34.0673015, -118.3536195)",34.0673015,-118.3536195,76,76,305,1127,155,305
1400000US06037214600,"Census Tract 2146, Los Angeles County, California",214600,Beverly Grove,"(34.0725795, -118.365913)",34.0725795,-118.365913,76,76,305,1847,27,305
1400000US06037214700,"Census Tract 2147, Los Angeles County, California",214700,Beverly Grove,"(34.0665205, -118.366383)",34.0665205,-118.366383,76,76,305,77,27,305
1400000US06037214800,"Census Tract 2148, Los Angeles County, California",214800,Beverly Grove,"(34.070088, -118.3732965)",34.070088,-118.3732965,76,76,305,1848,27,305
1400000US06037214901,"Census Tract 2149.01, Los Angeles County, California",214901,Beverly Grove,"(34.0742895, -118.387219)",34.0742895,-118.387219,76,76,305,547,27,305
1400000US06037214902,"Census Tract 2149.02, Los Angeles County, California",214902,Beverly Grove,"(34.073012, -118.379762)",34.073012,-118.379762,76,76,305,1128,27,305
1400000US06037215101,"Census Tract 2151.01, Los Angeles County, California",215101,Mid-Wilshire,"(34.063565, -118.3542505)",34.063565,-118.3542505,76,76,305,344,155,305
1400000US06037215102,"Census Tract 2151.02, Los Angeles County, California",215102,Mid-Wilshire,"(34.0648495, -118.3456205)",34.0648495,-118.3456205,76,76,305,658,155,305
1400000US06037216100,"Census Tract 2161, Los Angeles County, California",216100,Mid-Wilshire,"(34.0568595, -118.3378575)",34.0568595,-118.3378575,76,76,305,1849,155,305
1400000US06037216200,"Census Tract 2162, Los Angeles County, California",216200,Mid-Wilshire,"(34.05688, -118.3480075)",34.05688,-118.3480075,76,76,305,1850,155,305
1400000US06037216300,"Census Tract 2163, Los Angeles County, California",216300,Carthay,"(34.059083, -118.363807)",34.059083,-118.363807,76,76,305,1129,39,305
1400000US06037216401,"Census Tract 2164.01, Los Angeles County, California",216401,Pico-Robertson,"(34.0563915, -118.3799175)",34.0563915,-118.3799175,76,76,305,345,180,305
1400000US06037216402,"Census Tract 2164.02, Los Angeles County, California",216402,Pico-Robertson,"(34.06116, -118.3804405)",34.06116,-118.3804405,76,76,305,509,180,305
1400000US06037216700,"Census Tract 2167, Los Angeles County, California",216700,Mid-City,"(34.048208, -118.371729)",34.048208,-118.371729,76,76,305,1851,154,305
1400000US06037216800,"Census Tract 2168, Los Angeles County, California",216800,Carthay,"(34.055507, -118.369996)",34.055507,-118.369996,76,76,305,2292,39,305
1400000US06037216900,"Census Tract 2169, Los Angeles County, California",216900,Mid-City,"(34.0504795, -118.36321)",34.0504795,-118.36321,76,76,305,1130,154,305
1400000US06037217001,"Census Tract 2170.01, Los Angeles County, California",217001,Pico-Robertson,"(34.0519395, -118.3873275)",34.0519395,-118.3873275,76,76,305,1852,180,305
1400000US06037217002,"Census Tract 2170.02, Los Angeles County, California",217002,Pico-Robertson,"(34.049649, -118.381096)",34.049649,-118.381096,76,76,305,78,180,305
1400000US06037217100,"Census Tract 2171, Los Angeles County, California",217100,Mid-Wilshire,"(34.049342, -118.354404)",34.049342,-118.354404,76,76,305,1853,155,305
1400000US06037217200,"Census Tract 2172, Los Angeles County, California",217200,Mid-Wilshire,"(34.049375, -118.3418365)",34.049375,-118.3418365,76,76,305,361,155,305
1400000US06037218110,"Census Tract 2181.10, Los Angeles County, California",218110,Arlington Heights,"(34.044154, -118.3286425)",34.044154,-118.3286425,76,76,305,1920,12,305
1400000US06037218120,"Census Tract 2181.20, Los Angeles County, California",218120,Arlington Heights,"(34.0436875, -118.320626)",34.0436875,-118.320626,76,76,305,1854,12,305
1400000US06037218210,"Census Tract 2182.10, Los Angeles County, California",218210,Mid-City,"(34.043303, -118.3422655)",34.043303,-118.3422655,76,76,305,1131,154,305
1400000US06037218220,"Census Tract 2182.20, Los Angeles County, California",218220,Mid-City,"(34.043498, -118.334779)",34.043498,-118.334779,76,76,305,1855,154,305
1400000US06037218300,"Census Tract 2183, Los Angeles County, California",218300,Mid-City,"(34.041276, -118.3549225)",34.041276,-118.3549225,76,76,305,79,154,305
1400000US06037218400,"Census Tract 2184, Los Angeles County, California",218400,Mid-City,"(34.037613, -118.3607045)",34.037613,-118.3607045,76,76,305,79,154,305
1400000US06037218500,"Census Tract 2185, Los Angeles County, California",218500,Mid-City,"(34.0375635, -118.3505565)",34.0375635,-118.3505565,76,76,305,362,154,305
1400000US06037218600,"Census Tract 2186, Los Angeles County, California",218600,Mid-City,"(34.037184, -118.3427065)",34.037184,-118.3427065,76,76,305,1132,154,305
1400000US06037218701,"Census Tract 2187.01, Los Angeles County, California",218701,Mid-City,"(34.0372715, -118.333362)",34.0372715,-118.333362,76,76,305,1856,154,305
1400000US06037218702,"Census Tract 2187.02, Los Angeles County, California",218702,West Adams,"(34.0327605, -118.335031)",34.0327605,-118.335031,76,76,305,1921,158,305
1400000US06037218800,"Census Tract 2188, Los Angeles County, California",218800,Arlington Heights,"(34.037556, -118.323034)",34.037556,-118.323034,76,76,305,1857,12,305
1400000US06037218900,"Census Tract 2189, Los Angeles County, California",218900,Jefferson Park,"(34.0331165, -118.3238185)",34.0331165,-118.3238185,76,76,305,363,120,305
1400000US06037219010,"Census Tract 2190.10, Los Angeles County, California",219010,Jefferson Park,"(34.027596, -118.322938)",34.027596,-118.322938,76,76,305,2229,120,305
1400000US06037219020,"Census Tract 2190.20, Los Angeles County, California",219020,Jefferson Park,"(34.021941, -118.3229865)",34.021941,-118.3229865,76,76,305,1858,120,305
1400000US06037219300,"Census Tract 2193, Los Angeles County, California",219300,Jefferson Park,"(34.026962, -118.3316675)",34.026962,-118.3316675,76,76,305,1133,120,305
1400000US06037219500,"Census Tract 2195, Los Angeles County, California",219500,Baldwin Hills/Crenshaw,"(34.0211635, -118.3405655)",34.0211635,-118.3405655,76,76,305,548,19,305
1400000US06037219700,"Census Tract 2197, Los Angeles County, California",219700,West Adams,"(34.028076, -118.347852)",34.028076,-118.347852,76,76,305,2162,158,305
1400000US06037219800,"Census Tract 2198, Los Angeles County, California",219800,West Adams,"(34.0298385, -118.354579)",34.0298385,-118.354579,76,76,305,80,158,305
1400000US06037219901,"Census Tract 2199.01, Los Angeles County, California",219901,West Adams,"(34.0297025, -118.3604535)",34.0297025,-118.3604535,76,76,305,1859,158,305
1400000US06037219902,"Census Tract 2199.02, Los Angeles County, California",219902,West Adams,"(34.0305455, -118.36963)",34.0305455,-118.36963,76,76,305,1186,158,305
1400000US06037220000,"Census Tract 2200, Los Angeles County, California",220000,West Adams,"(34.0276275, -118.3405665)",34.0276275,-118.3405665,76,76,305,364,158,305
1400000US06037220100,"Census Tract 2201, Los Angeles County, California",220100,Baldwin Hills/Crenshaw,"(34.0241755, -118.3664325)",34.0241755,-118.3664325,76,76,305,1860,19,305
1400000US06037221110,"Census Tract 2211.10, Los Angeles County, California",221110,Pico-Union,"(34.0455315, -118.2878625)",34.0455315,-118.2878625,76,76,305,659,181,305
1400000US06037221120,"Census Tract 2211.20, Los Angeles County, California",221120,Pico-Union,"(34.042054, -118.2878455)",34.042054,-118.2878455,76,76,305,1827,181,305
1400000US06037221210,"Census Tract 2212.10, Los Angeles County, California",221210,Harvard Heights,"(34.04359, -118.3026265)",34.04359,-118.3026265,76,76,305,1187,102,305
1400000US06037221220,"Census Tract 2212.20, Los Angeles County, California",221220,Pico-Union,"(34.0436145, -118.2961455)",34.0436145,-118.2961455,76,76,305,1828,181,305
1400000US06037221302,"Census Tract 2213.02, Los Angeles County, California",221302,Harvard Heights,"(34.0417465, -118.3114895)",34.0417465,-118.3114895,76,76,305,2195,102,305
1400000US06037221303,"Census Tract 2213.03, Los Angeles County, California",221303,Harvard Heights,"(34.0453825, -118.308407)",34.0453825,-118.308407,76,76,305,510,102,305
1400000US06037221304,"Census Tract 2213.04, Los Angeles County, California",221304,Arlington Heights,"(34.045369, -118.314651)",34.045369,-118.314651,76,76,305,365,12,305
1400000US06037221401,"Census Tract 2214.01, Los Angeles County, California",221401,Jefferson Park,"(34.0339245, -118.3133125)",34.0339245,-118.3133125,76,76,305,81,120,305
1400000US06037221402,"Census Tract 2214.02, Los Angeles County, California",221402,Harvard Heights,"(34.038279, -118.308985)",34.038279,-118.308985,76,76,305,1829,102,305
1400000US06037221500,"Census Tract 2215, Los Angeles County, California",221500,Adams-Normandie,"(34.034856, -118.3046185)",34.034856,-118.3046185,76,76,305,366,2,305
1400000US06037221601,"Census Tract 2216.01, Los Angeles County, California",221601,Adams-Normandie,"(34.034833, -118.2959055)",34.034833,-118.2959055,76,76,305,1922,2,305
1400000US06037221602,"Census Tract 2216.02, Los Angeles County, California",221602,Pico-Union,"(34.038415, -118.292179)",34.038415,-118.292179,76,76,305,1830,181,305
1400000US06037221710,"Census Tract 2217.10, Los Angeles County, California",221710,University Park,"(34.034366, -118.287757)",34.034366,-118.287757,76,76,305,1198,238,305
1400000US06037221810,"Census Tract 2218.10, Los Angeles County, California",221810,Adams-Normandie,"(34.0305765, -118.292359)",34.0305765,-118.292359,76,76,305,660,2,305
1400000US06037221820,"Census Tract 2218.20, Los Angeles County, California",221820,University Park,"(34.0305755, -118.286386)",34.0305755,-118.286386,76,76,305,367,238,305
1400000US06037221900,"Census Tract 2219, Los Angeles County, California",221900,University Park,"(34.0260705, -118.289757)",34.0260705,-118.289757,76,76,305,1199,238,305
1400000US06037222001,"Census Tract 2220.01, Los Angeles County, California",222001,Jefferson Park,"(34.0282015, -118.3132745)",34.0282015,-118.3132745,76,76,305,1831,120,305
1400000US06037222002,"Census Tract 2220.02, Los Angeles County, California",222002,Exposition Park,"(34.0218995, -118.3135615)",34.0218995,-118.3135615,76,76,305,1200,84,305
1400000US06037222100,"Census Tract 2221, Los Angeles County, California",222100,Adams-Normandie,"(34.027317, -118.3024105)",34.027317,-118.3024105,76,76,305,1201,2,305
1400000US06037222200,"Census Tract 2222, Los Angeles County, California",222200,Adams-Normandie,"(34.0309165, -118.302424)",34.0309165,-118.302424,76,76,305,1929,2,305
1400000US06037222500,"Census Tract 2225, Los Angeles County, California",222500,Exposition Park,"(34.021865, -118.3045305)",34.021865,-118.3045305,76,76,305,2230,84,305
1400000US06037222600,"Census Tract 2226, Los Angeles County, California",222600,Exposition Park,"(34.0218365, -118.2958795)",34.0218365,-118.2958795,76,76,305,1189,84,305
1400000US06037222700,"Census Tract 2227, Los Angeles County, California",222700,University Park,"(34.020537, -118.2847645)",34.020537,-118.2847645,76,76,305,82,238,305
1400000US06037224010,"Census Tract 2240.10, Los Angeles County, California",224010,Downtown,"(34.036945, -118.2655625)",34.036945,-118.2655625,76,76,305,1202,66,305
1400000US06037224020,"Census Tract 2240.20, Los Angeles County, California",224020,Historic South-Central,"(34.030734, -118.267245)",34.030734,-118.267245,76,76,305,1930,112,305
1400000US06037224200,"Census Tract 2242, Los Angeles County, California",224200,Pico-Union,"(34.041032, -118.277298)",34.041032,-118.277298,76,76,305,1203,181,305
1400000US06037224310,"Census Tract 2243.10, Los Angeles County, California",224310,Pico-Union,"(34.043569, -118.2820315)",34.043569,-118.2820315,76,76,305,83,181,305
1400000US06037224320,"Census Tract 2243.20, Los Angeles County, California",224320,Pico-Union,"(34.041517, -118.2804885)",34.041517,-118.2804885,76,76,305,2231,181,305
1400000US06037224410,"Census Tract 2244.10, Los Angeles County, California",224410,University Park,"(34.0343195, -118.2789565)",34.0343195,-118.2789565,76,76,305,661,238,305
1400000US06037224420,"Census Tract 2244.20, Los Angeles County, California",224420,University Park,"(34.0318675, -118.2778715)",34.0318675,-118.2778715,76,76,305,1204,238,305
1400000US06037224600,"Census Tract 2246, Los Angeles County, California",224600,Historic South-Central,"(34.0223275, -118.2717135)",34.0223275,-118.2717135,76,76,305,1205,112,305
1400000US06037224700,"Census Tract 2247, Los Angeles County, California",224700,University Park,"(34.0263755, -118.279223)",34.0263755,-118.279223,76,76,305,1206,238,305
1400000US06037226001,"Census Tract 2260.01, Los Angeles County, California",226001,Historic South-Central,"(34.0245655, -118.251001)",34.0245655,-118.251001,76,76,305,84,112,305
1400000US06037226002,"Census Tract 2260.02, Los Angeles County, California",226002,Downtown,"(34.033429, -118.249304)",34.033429,-118.249304,76,76,305,1931,66,305
1400000US06037226410,"Census Tract 2264.10, Los Angeles County, California",226410,Historic South-Central,"(34.0242035, -118.2622875)",34.0242035,-118.2622875,76,76,305,511,112,305
1400000US06037226420,"Census Tract 2264.20, Los Angeles County, California",226420,Historic South-Central,"(34.021775, -118.2569205)",34.021775,-118.2569205,76,76,305,1207,112,305
1400000US06037226700,"Census Tract 2267, Los Angeles County, California",226700,Historic South-Central,"(34.017615, -118.2623795)",34.017615,-118.2623795,76,76,305,1208,112,305
1400000US06037227010,"Census Tract 2270.10, Los Angeles County, California",227010,Central-Alameda,"(34.018875, -118.247064)",34.018875,-118.247064,76,76,305,1209,43,305
1400000US06037227020,"Census Tract 2270.20, Los Angeles County, California",227020,Central-Alameda,"(34.0161415, -118.2516245)",34.0161415,-118.2516245,76,76,305,1932,43,305
1400000US06037228100,"Census Tract 2281, Los Angeles County, California",228100,Central-Alameda,"(34.010118, -118.244922)",34.010118,-118.244922,76,76,305,2245,43,305
