Neighborhood|Venue|Venue Latitude|Venue Longitude|Venue Category|Category Number
East Hollywood - Census Tract 191302|Quiznos|34.09878235563854|-118.29148337244987|Sandwich Place|7
Echo Park - Census Tract 197500|Los Burritos|34.07717464341854|-118.25699323558653|Burrito Place|35
Los Feliz - Census Tract 190401|Big Mama's and Papa's Pizzeria|34.1020238|-118.2996004|Italian Restaurant|12
Hollywood - Census Tract 190100|Hard Rock Cafe Hollywood on Hollywood Blvd|34.102139|-118.340607|Theme Restaurant|63
Echo Park - Census Tract 197420|Jack in the Box|34.08602739996552|-118.25958531311431|Fast Food Restaurant|11
Hollywood - Census Tract 190202|ABC Donut and Chinese Food|34.104164930273384|-118.33022117614746|Chinese Restaurant|17
El Sereno - Census Tract 201200|Taste of Brasil|34.08569|-118.178709|Brazilian Restaurant|50
Hollywood - Census Tract 190510|Dreams Cafe & Lounge|34.098252732723935|-118.3127293612715|American Restaurant|8
East Hollywood - Census Tract 191203|Michelle's Donut House|34.090716841961026|-118.29562380273921|Donut Shop|23
Hollywood - Census Tract 190901|Bienvenidos Food Truck|34.0946464260263|-118.30939936834505|Food Truck|6
East Hollywood - Census Tract 191410|Ilonggo Delicacies|34.09116817780818|-118.29044078852272|Asian Restaurant|24
Lincoln Heights - Census Tract 199900|Little Caesars Pizza|34.06584454075356|-118.21514654404925|Pizza Place|4
East Hollywood - Census Tract 192520|Pizza Hut|34.076660417155594|-118.30073199702838|Pizza Place|4
East Hollywood - Census Tract 192700|Don Felix Peruvian Restaurant|34.07661065939858|-118.28719109664961|Peruvian Restaurant|54
Echo Park - Census Tract 195600|Chibcha Restaurante Colombiana|34.08060371875763|-118.26983392238617|South American Restaurant|42
Hollywood - Census Tract 190801|Tender Greens|34.0981592154168|-118.32621580544834|Salad Place|45
Silver Lake - Census Tract 195903|Cafecito Organico|34.08048859962077|-118.28429138130791|Coffee Shop|1
East Hollywood - Census Tract 191420|Big Mama's & Papa's Pizza|34.0860575|-118.2914346|Pizza Place|4
Hollywood - Census Tract 191820|Subway|34.08472497835406|-118.32643282711568|Sandwich Place|7
El Sereno - Census Tract 201200|El Aguila Bakery|34.08820980892172|-118.17280000461137|Bakery|9
Los Feliz - Census Tract 190401|Kruang Tedd|34.1020067444278|-118.30224376822446|Thai Restaurant|3
Lincoln Heights - Census Tract 199900|Sam's Catering Truck|34.064066054634665|-118.20693066541145|Food Truck|6
Beverly Grove - Census Tract 194401|Froma On Melrose|34.08367675011012|-118.36313800358478|French Restaurant|34
Larchmont - Census Tract 192410|Tacos Juanita's|34.07641712762521|-118.31471955011587|Food Truck|6
Hollywood - Census Tract 189800|The Counter|34.098025910788|-118.36257550200845|Burger Joint|15
Silver Lake - Census Tract 195803|Aroma restaurant|34.08328|-118.273265|Italian Restaurant|12
East Hollywood - Census Tract 191410|Manila Sunset|34.09021615919364|-118.29141889875439|Asian Restaurant|24
Larchmont - Census Tract 192420|Guadalupe's Place|34.0834|-118.31008|Burrito Place|35
Beverly Grove - Census Tract 194401|Mauro's Cafe at Fred Segal|34.083417499441914|-118.36650561917766|Café|5
Hollywood - Census Tract 190201|Juices Fountain|34.1016920493625|-118.32775707896319|Juice Bar|10
Hollywood - Census Tract 191820|Osteria Mamma|34.08345291782966|-118.32474625240319|Italian Restaurant|12
Hollywood - Census Tract 191820|Cafe Americano|34.083393203757204|-118.32555661955367|Coffee Shop|1
Hollywood - Census Tract 189904|Hoy's Wok|34.09815833767402|-118.34462089272955|Chinese Restaurant|17
Los Feliz - Census Tract 190401|Panos Pastry|34.101654477261604|-118.30237660885446|Bakery|9
East Hollywood - Census Tract 192520|Khun Dom|34.08362789204992|-118.3025486826886|Thai Restaurant|3
Hollywood - Census Tract 189905|Big Mama's and Papa's Pizzeria|34.0984622|-118.3502549|Pizza Place|4
East Hollywood - Census Tract 192620|Panaderia El Salvador|34.07535809965597|-118.29584550419206|Bakery|9
Beverly Grove - Census Tract 194401|Coffee Commissary|34.086081247630084|-118.36159743662863|Coffee Shop|1
Los Feliz - Census Tract 190401|Carousel Restaurant|34.10147710180534|-118.30126336633708|Middle Eastern Restaurant|29
El Sereno - Census Tract 201120|El Ranchito Taco Truck|34.090455179621976|-118.16444062755079|Food Truck|6
El Sereno - Census Tract 201120|Antigua Bread|34.09543402013343|-118.15824167827795|Café|5
Hollywood - Census Tract 191820|Flaming Patty's|34.08408755|-118.326358|American Restaurant|8
Lincoln Heights - Census Tract 199000|World's Best Al Pastor Tacos|34.08017566311567|-118.21781908937322|Taco Place|14
Fairfax - Census Tract 192002|Cafe Aroma|34.08386567936386|-118.35954125974064|Café|5
Los Feliz - Census Tract 190401|Subway|34.101891230003226|-118.30004442191598|Sandwich Place|7
East Hollywood - Census Tract 191201|Bianca's Deli|34.09594095886871|-118.29218311249747|Sandwich Place|7
East Hollywood - Census Tract 192700|Tacos Mexico|34.07614325634294|-118.28805304544652|Taco Place|14
East Hollywood - Census Tract 191203|L.A. Rose Cafe|34.095586271912325|-118.29273582149968|Filipino Restaurant|40
Larchmont - Census Tract 192420|Antequera De Oaxaca|34.08340868173985|-118.31359399766507|Mexican Restaurant|2
Larchmont - Census Tract 192420|Western Doma Noodle|34.07912516961761|-118.30952895603421|Noodle House|31
Lincoln Heights - Census Tract 199201|Jack in the Box|34.076703222338416|-118.21603417396545|Fast Food Restaurant|11
Lincoln Heights - Census Tract 199201|Taco Bell|34.07387926715333|-118.21298613828036|Fast Food Restaurant|11
Los Feliz - Census Tract 190401|The Shrimp Lover|34.10165286827482|-118.30129925293133|Cajun / Creole Restaurant|73
Los Feliz - Census Tract 190401|Domino's Pizza|34.1019883991336|-118.30004632472992|Pizza Place|4
El Sereno - Census Tract 201200|Hecho en Mexico|34.08764875316787|-118.17417688850512|Mexican Restaurant|2
Beverly Grove - Census Tract 194500|Mandarette Chinese Café|34.07601817207673|-118.37301532595251|Chinese Restaurant|17
Fairfax - Census Tract 192001|The Parlor|34.08343503020029|-118.34764299773778|Gastropub|36
East Hollywood - Census Tract 192520|Beverly Bakery|34.07794936767322|-118.29819333287185|Bakery|9
East Hollywood - Census Tract 191420|California Bowl|34.08395572898476|-118.29131108571589|Japanese Restaurant|27
East Hollywood - Census Tract 191610|SUBWAY|34.088858|-118.30818|Sandwich Place|7
Lincoln Heights - Census Tract 199800|SUBWAY|34.07369840760526|-118.20953049393698|Sandwich Place|7
East Hollywood - Census Tract 191410|China Way|34.09115821401992|-118.29151153564453|Chinese Restaurant|17
Hollywood - Census Tract 191720|Sunshine Thai|34.090467088440946|-118.31393180840145|Thai Restaurant|3
Hollywood - Census Tract 191820|Starbucks|34.08438401045447|-118.32705644694751|Coffee Shop|1
East Hollywood - Census Tract 191302|Huarache Azteca|34.0980337510691|-118.2895842211383|Food Truck|6
East Hollywood - Census Tract 191420|Yoshinoya|34.08377326100475|-118.29133425244136|Donburi Restaurant|70
Hollywood - Census Tract 190700|Pizza Hut|34.09738196392457|-118.33573177456856|Pizza Place|4
East Hollywood - Census Tract 191201|Sunset Express|34.09775912761688|-118.30026090145111|Chinese Restaurant|17
Hollywood - Census Tract 189904|Hawaiian BBQ|34.09762426821676|-118.34316515737824|Chinese Restaurant|17
Larchmont - Census Tract 192420|Hwang Hae Doe|34.07904386930279|-118.30957078296042|Korean Restaurant|28
East Hollywood - Census Tract 191410|El Charrito|34.088164|-118.28710734844208|Mexican Restaurant|2
East Hollywood - Census Tract 191204|Marouch|34.09115598846421|-118.29647023255633|Middle Eastern Restaurant|29
East Hollywood - Census Tract 191410|El Pollo Loco|34.088146|-118.291559|Fast Food Restaurant|11
Silver Lake - Census Tract 195400|SUBWAY|34.089376735078524|-118.27449093899514|Sandwich Place|7
East Hollywood - Census Tract 190520|Vim Thai|34.101436131554834|-118.3016962260081|Thai Restaurant|3
Beverly Grove - Census Tract 194401|Red O|34.0837899911849|-118.36710800374097|Mexican Restaurant|2
Echo Park - Census Tract 195710|McDonald's|34.07057215953066|-118.26821118593216|Fast Food Restaurant|11
East Hollywood - Census Tract 191420|El Tauro Tacos Truck|34.08308418472079|-118.29172512184267|Food Truck|6
Echo Park - Census Tract 197500|Celaya Bakery|34.07699890637533|-118.25831104541135|Bakery|9
Beverly Grove - Census Tract 194402|V Cafe|34.08367424036167|-118.3675209492129|Sandwich Place|7
Silver Lake - Census Tract 195901|Nature well|34.09130209369489|-118.27955341501503|Juice Bar|10
East Hollywood - Census Tract 191610|O-Chai|34.08515209327577|-118.30896802385843|Thai Restaurant|3
East Hollywood - Census Tract 191110|Raw Cane Super Juice|34.09853545926855|-118.30609090723705|Juice Bar|10
Echo Park - Census Tract 197600|The Far East|34.065212305004906|-118.25409844554349|Japanese Restaurant|27
East Hollywood - Census Tract 191302|Bar Covell|34.10001023630875|-118.29015019302717|Wine Bar|44
Hollywood - Census Tract 190801|Chipotle Mexican Grill|34.09734687431174|-118.32636564723873|Mexican Restaurant|2
Hollywood - Census Tract 190510|Ocha Restaurant|34.09850665195465|-118.3074764201185|Thai Restaurant|3
Hollywood - Census Tract 191901|Magees Donuts|34.090927241123985|-118.33663401975309|Donut Shop|23
Westlake - Census Tract 195802|Los Molcajetes|34.07344213078927|-118.27738102401041|Latin American Restaurant|20
East Hollywood - Census Tract 191410|Little Caesars Pizza|34.0879270583459|-118.29129783192231|Pizza Place|4
Larchmont - Census Tract 192420|Gonjiam|34.07659729832467|-118.31111357978791|Korean Restaurant|28
East Hollywood - Census Tract 192520|Subway|34.076239661008366|-118.30076828445735|Sandwich Place|7
East Hollywood - Census Tract 191410|Valerio's Bakeshop|34.091094778736604|-118.29043347332518|Bakery|9
Hollywood - Census Tract 190510|Rodded Restaurant|34.10182994984895|-118.31217118494793|Thai Restaurant|3
East Hollywood - Census Tract 191203|Guatemalteca Bakery And Restaurant|34.0907640439684|-118.29358696523869|Bakery|9
El Sereno - Census Tract 201120|Tacos La Pasadita|34.091858940719376|-118.16227528723212|Food Truck|6
Hollywood - Census Tract 191720|Little Caesars Pizza|34.09067670862771|-118.31584387844447|Pizza Place|4
Hollywood - Census Tract 191720|El Guanaco|34.090554854118416|-118.31346372825878|Latin American Restaurant|20
Lincoln Heights - Census Tract 199201|McDonald's|34.074064240646656|-118.20874460041523|Fast Food Restaurant|11
Hollywood - Census Tract 191901|Salt's Cure|34.09237586468206|-118.3387166680473|American Restaurant|8
Los Feliz - Census Tract 195201|Dinner+Drinks = Celebrat'n x3|34.10779|-118.281094|Diner|26
Los Feliz - Census Tract 195201|Dinner+drinks|34.10774|-118.281132|Diner|26
East Hollywood - Census Tract 191500|La Bonita|34.09063|-118.29591|Mexican Restaurant|2
Lincoln Heights - Census Tract 199201|Llamarada Comida Mexicana|34.07711684703827|-118.21533143520355|Mexican Restaurant|2
El Sereno - Census Tract 201110|Stews Milk Mart|34.095490078414336|-118.1708222252953|Restaurant|18
Hollywood - Census Tract 190202|Te’kila Hollywood|34.10173627538412|-118.33256171530017|Mexican Restaurant|2
East Hollywood - Census Tract 191201|Taron Bakery|34.101691684869984|-118.29747442834585|Middle Eastern Restaurant|29
East Hollywood - Census Tract 191201|Little Ongpin|34.09803308275316|-118.29956915185723|Chinese Restaurant|17
East Hollywood - Census Tract 192510|Jae Bu Do (제부도) (Jae Bu Do)|34.079631238747716|-118.3089918198905|Seafood Restaurant|25
East Hollywood - Census Tract 191410|Pizza Hut|34.091304817246005|-118.29030722379684|Pizza Place|4
Hollywood - Census Tract 190100|Chado Tea Room|34.10237540341156|-118.34013454457599|Tea Room|56
East Hollywood - Census Tract 192700|Romero's Rotisserie Chicken n Donuts|34.082223|-118.286968|Donut Shop|23
Echo Park - Census Tract 195600|Marielas Taco|34.079976403046665|-118.26889732701659|Mexican Restaurant|2
Larchmont - Census Tract 192420|Twelve Centimeter|34.078938430553826|-118.30957176310396|Bakery|9
East Hollywood - Census Tract 191201|Pizza Man|34.0983263|-118.3007345|Pizza Place|4
Lincoln Heights - Census Tract 199201|Tejuino Los Reyes|34.07378389035495|-118.21403771810088|Juice Bar|10
Larchmont - Census Tract 192420|Rinconcito Guatemalteco|34.080396|-118.309278|Latin American Restaurant|20
Hollywood - Census Tract 189800|BodyFactory|34.097960600335576|-118.36513364572784|Juice Bar|10
East Hollywood - Census Tract 191410|El Pajonal Restaurant|34.091922850575806|-118.2919534829951|Latin American Restaurant|20
Echo Park - Census Tract 195720|El Flamin' Taco|34.07769819042416|-118.26342309726726|Food Truck|6
Hollywood - Census Tract 189800|Chipotle Mexican Grill|34.0978471129027|-118.35690521268083|Mexican Restaurant|2
Montecito Heights - Census Tract 201302|The Pantry|34.102015|-118.186451|Café|5
Hollywood - Census Tract 190510|Grindhaus Brick and Mortar|34.101666|-118.312796|German Restaurant|68
Lincoln Heights - Census Tract 199700|Maya's Restaurant|34.07203871274333|-118.22107533723737|Mexican Restaurant|2
East Hollywood - Census Tract 191120|Paros Family Restaurant|34.09118477562139|-118.30465184297636|Middle Eastern Restaurant|29
Lincoln Heights - Census Tract 199120|Armex|34.07365143299103|-118.204875|Mexican Restaurant|2
Hollywood - Census Tract 191720|Rollcake Factory|34.087581634521484|-118.3089599609375|Bakery|9
East Hollywood - Census Tract 191500|Cafe O Muerte|34.083993392752554|-118.29495069471372|Coffee Shop|1
East Hollywood - Census Tract 192620|California Pizza Kitchen|34.07601203550755|-118.29469379292101|Pizza Place|4
Westlake - Census Tract 195802|El Criollo Market|34.076873500603185|-118.27559260781359|Latin American Restaurant|20
Hollywood - Census Tract 190201|Feast Kitchen & Grill|34.10164573888188|-118.32634278491285|Middle Eastern Restaurant|29
Echo Park - Census Tract 197500|Blue Corn Quesadilla Lady|34.07627046112305|-118.25782151503442|Latin American Restaurant|20
Hollywood - Census Tract 190802|Doomie's Home Cookin'|34.0941055323146|-118.3276556046501|Vegetarian / Vegan Restaurant|13
Hollywood - Census Tract 189904|Grandma's Babushka Deli|34.09777327102978|-118.34968708194654|Eastern European Restaurant|71
Echo Park - Census Tract 197600|Tacos Los Primos|34.06697401695156|-118.25291641114242|Food Truck|6
Beverly Grove - Census Tract 194500|Bao Dim Sum House|34.07595993393051|-118.3698942420132|Dim Sum Restaurant|53
Echo Park - Census Tract 197600|Planet Jeffbee's Coffee Kitchen|34.06522941976285|-118.25425228742833|Coffee Shop|1
El Sereno - Census Tract 201200|Mama Churro y Mas|34.085617158160055|-118.17884503379013|Restaurant|18
Fairfax - Census Tract 192001|Eatz|34.08233142096297|-118.34401114566096|Restaurant|18
Echo Park - Census Tract 195710|Gigi's Bakery & Cafe|34.07069953074906|-118.26943597435047|Café|5
Hollywood - Census Tract 190202|Subway|34.10425912647664|-118.33037120389726|Sandwich Place|7
East Hollywood - Census Tract 191420|Wah's Golden Hen|34.08390995505494|-118.28699181426741|Asian Restaurant|24
East Hollywood - Census Tract 191420|Library Cafe|34.08575551661603|-118.29169894381253|Bagel Shop|51
Hollywood Hills - Census Tract 189500|Smoke Factory|34.11092039857334|-118.32105526458928|BBQ Joint|37
Hollywood - Census Tract 190202|Jersey Grub Truck|34.103393620000006|-118.330321|Food Truck|6
Lincoln Heights - Census Tract 199800|Corn Man|34.072844508923914|-118.21441875080053|Food Truck|6
Silver Lake - Census Tract 195803|Last Call Tacos|34.081821003815115|-118.27623618035811|Mexican Restaurant|2
Hollywood - Census Tract 191000|Domino's Pizza|34.10209241491142|-118.32179863752572|Pizza Place|4
Westlake - Census Tract 195802|Hot Dog Lady|34.072654|-118.274808|Food Truck|6
Beverly Grove - Census Tract 194402|Fig & Olive|34.08334309569796|-118.37624204093223|Mediterranean Restaurant|22
Hollywood - Census Tract 190201|Wood & Vine|34.10153253808921|-118.32631549793824|American Restaurant|8
Echo Park - Census Tract 197410|Valentino's Pizza Truck|34.09746011666667|-118.25037894|Food Truck|6
Hollywood - Census Tract 191820|Café Gratitude|34.08293949353896|-118.3238069457162|Vegetarian / Vegan Restaurant|13
Echo Park - Census Tract 197500|Sage Organic Vegan Bistro|34.07715025130554|-118.25850979016774|Vegetarian / Vegan Restaurant|13
Hollywood - Census Tract 190202|Rincon Oaxaqueño|34.101907991495565|-118.33488411071994|Mexican Restaurant|2
Hollywood - Census Tract 191720|Panaderia Y Pasteleria Usuluteca|34.09039409612544|-118.31311941146849|Bakery|9
East Hollywood - Census Tract 191120|El Nuevo San Salvador Restaurante|34.09083966666667|-118.30445306|Latin American Restaurant|20
Fairfax - Census Tract 192002|Detention Cafe|34.08383567811243|-118.3595177533957|Café|5
Beverly Grove - Census Tract 194401|Liquid Juice Bar|34.08365016672347|-118.36793286240085|Juice Bar|10
Hollywood - Census Tract 190700|Saint Felix Hollywood|34.099864811180446|-118.32938914353856|Gastropub|36
Fairfax - Census Tract 192001|TiroVino Wine Bar|34.08342778849919|-118.34574285097086|Italian Restaurant|12
Larchmont - Census Tract 192420|LA Yimone Korean Restaurant|34.076468|-118.308836|Korean Restaurant|28
Fairfax - Census Tract 192002|TA-EEM Grill - Fresh Mediterranean Food|34.08354644305254|-118.35189264953753|Mediterranean Restaurant|22
Beverly Grove - Census Tract 194402|A Taste Of Westeros Food Truck|34.086161223402186|-118.36840863137749|Food Truck|6
Hollywood - Census Tract 190100|Starbucks|34.10186745|-118.3414809|Coffee Shop|1
Los Feliz - Census Tract 189202|Losfelizddagg|34.109223|-118.291395|Food Truck|6
East Hollywood - Census Tract 191620|Casa De Flores|34.08415496349335|-118.30130696296692|Mexican Restaurant|2
Larchmont - Census Tract 192420|Subway|34.075573246247124|-118.31251043909664|Sandwich Place|7
Lincoln Heights - Census Tract 199800|Maracas Cafe & Catering|34.07352148333333|-118.20647193333333|Mexican Restaurant|2
Lincoln Heights - Census Tract 199201|Martita's|34.07840086|-118.215149|Mexican Restaurant|2
Larchmont - Census Tract 192410|Piaggio Gourmet On Wheels|34.08382577595548|-118.31804172491658|Food Truck|6
Hollywood - Census Tract 189800|KFC|34.097953|-118.360428|Fast Food Restaurant|11
Larchmont - Census Tract 192410|Good Times Classic Ice Cream|34.083236167284895|-118.32055899958289|Food Truck|6
Lincoln Heights - Census Tract 199000|Juans Tacos|34.08003760590836|-118.21811983524067|Taco Place|14
East Hollywood - Census Tract 191203|Adobo Grill|34.09551238380576|-118.29220689358351|Filipino Restaurant|40
Hollywood - Census Tract 190201|Joe's Pizza - Hollywood Blvd|34.101492751128234|-118.33133125117881|Pizza Place|4
Beverly Grove - Census Tract 194500|A Rockin Ice Truck|34.07859155639525|-118.37499944763606|Dessert Shop|38
Echo Park - Census Tract 195720|Mohawk Bend|34.077556127091206|-118.26476455173673|Gastropub|36
Hollywood - Census Tract 190202|Trastevere Ristorante Italiano|34.10237534989717|-118.33944150928912|Italian Restaurant|12
Los Feliz - Census Tract 190402|Crispy Pork Gang & Grill (แก๊งค์หมูกรอบ) (Crispy Pork Gang & Grill)|34.10193074440763|-118.3055689625539|Thai Restaurant|3
El Sereno - Census Tract 201200|Mariscos El Kora De Nayarit|34.08664423101005|-118.17828902477933|Seafood Restaurant|25
Hollywood - Census Tract 190901|King Buffet|34.096568538193|-118.30943337762581|Asian Restaurant|24
Lincoln Heights - Census Tract 199120|raspados nayarit|34.073717|-118.204226|Mexican Restaurant|2
East Hollywood - Census Tract 192610|The Faculty|34.083952102754665|-118.29510474829844|American Restaurant|8
Hollywood - Census Tract 190100|Chick-fil-A|34.0977566|-118.3382542|Fast Food Restaurant|11
East Hollywood - Census Tract 191302|Del Taco|34.09629801773866|-118.28514721352374|Fast Food Restaurant|11
Echo Park - Census Tract 197500|Hot Dog Lady|34.075442054542464|-118.2539842396774|Hot Dog Joint|52
Hollywood - Census Tract 191720|Taco Truck|34.08490360542657|-118.31393180840145|Mexican Restaurant|2
Los Feliz - Census Tract 190401|Darabar Secret Thai Cuisine|34.10144185359829|-118.30128235013368|Thai Restaurant|3
Los Feliz - Census Tract 190401|LA Spice by Bengal Dynasty|34.101875500152154|-118.30454569888671|Indian Restaurant|30
Echo Park - Census Tract 197600|The Park's Finest BBQ|34.06651930066153|-118.2542906745739|BBQ Joint|37
East Hollywood - Census Tract 191420|Taqueria El Charrito|34.08600230920213|-118.28705306357737|Taco Place|14
Larchmont - Census Tract 192410|The Fabiolus Cafe|34.08349776851359|-118.31567645116593|Café|5
Hollywood - Census Tract 191901|Ben & Jerry's|34.08965189173971|-118.34382346731198|Ice Cream Shop|16
Hollywood - Census Tract 190801|Big Bite Cafe|34.092327960327445|-118.32263565167939|Coffee Shop|1
Hollywood - Census Tract 191710|The Taste LA - Hollywood|34.08543650957725|-118.31995965186292|Food|46
Los Feliz - Census Tract 190401|Golden State Bakery|34.10419001808948|-118.30393002482917|Bakery|9
El Sereno - Census Tract 201200|Tacos El 5|34.087106361727905|-118.17610100593869|Food Truck|6
Hollywood - Census Tract 190202|Spice Restaurant|34.107243302070884|-118.33763951781721|Breakfast Spot|19
Echo Park - Census Tract 195600|Cuscatleca Bakery|34.079688524155046|-118.26915683679945|Bakery|9
East Hollywood - Census Tract 192510|Tid Lom|34.08371467913536|-118.30550057711193|Thai Restaurant|3
Hollywood - Census Tract 191720|La tacos Mochomita|34.090877|-118.313902|Taco Place|14
Hollywood - Census Tract 190202|Breakfast Room Inside Holiday Inn Expess And Suits|34.10591166529442|-118.33787923213454|American Restaurant|8
Hollywood - Census Tract 191720|King Donuts|34.090184355303364|-118.30943361897573|Donut Shop|23
Hollywood - Census Tract 189904|Buffalo Wild Wings|34.1013226|-118.3435621|Wings Joint|43
East Hollywood - Census Tract 191302|Boo's Philly Cheesesteaks and Hoagies|34.0958455772132|-118.28709463558198|Sandwich Place|7
Hollywood - Census Tract 190202|Urban Masala @theurbanmasala|34.101466766082105|-118.33291387479044|Indian Restaurant|30
Hollywood - Census Tract 190301|Franklin & Co Tavern|34.10534421891032|-118.31881374327881|American Restaurant|8
East Hollywood - Census Tract 191420|Sqirl Kitchen|34.08448516944099|-118.28683281834583|New American Restaurant|33
Lincoln Heights - Census Tract 199120|Tacos La Estrella|34.06914454082746|-118.20040232057417|Mexican Restaurant|2
Silver Lake - Census Tract 195500|L&E Oyster Bar|34.08899935665561|-118.26888222511002|Seafood Restaurant|25
East Hollywood - Census Tract 191410|El Unico Pollo Taquero|34.09097543253918|-118.28642771584623|Taco Place|14
East Hollywood - Census Tract 191500|Panaderia El Salvador|34.09096005105532|-118.29606393133216|Bakery|9
Westlake - Census Tract 195802|Pan American Restaurant|34.072488|-118.275064|Food|46
Hollywood - Census Tract 189800|California Pizza Kitchen|34.098009|-118.364473|Pizza Place|4
East Hollywood - Census Tract 191120|Café Paris|34.09132177239213|-118.30605365492772|Café|5
Echo Park - Census Tract 195600|Tacos El Gallito Food Truck|34.079900907305365|-118.26950411784804|Food Truck|6
Silver Lake - Census Tract 195803|El Original 7 Mares|34.08547605983295|-118.27470120068661|Mexican Restaurant|2
Silver Lake - Census Tract 195803|La Payita Siete Mares|34.085428|-118.27482|Food|46
Hollywood Hills West - Census Tract 194300|Zarif Company|34.104656|-118.391072|Wine Bar|44
Hollywood - Census Tract 191720|La Oaxaqueña Juices|34.0908212853938|-118.3130356050462|Juice Bar|10
Hollywood Hills - Census Tract 189400|Beachwood Cafe|34.120022927202946|-118.32121561740986|Café|5
Silver Lake - Census Tract 195903|Hollywood Blvd-Thai Town|34.07775560241864|-118.2836980327311|Thai Restaurant|3
East Hollywood - Census Tract 192510|Moon Daepo BBQ #2|34.07965030360828|-118.30871786522073|Korean Restaurant|28
Hollywood - Census Tract 190801|Baskin-Robbins|34.09741976115339|-118.32255110200985|Ice Cream Shop|16
Hollywood - Census Tract 190201|Calle Tacos|34.101590193072965|-118.33152106380182|Mexican Restaurant|2
Fairfax - Census Tract 192001|Chipotle Mexican Grill|34.08362649308188|-118.3443386895666|Mexican Restaurant|2
East Hollywood - Census Tract 191610|The Shrimp Lover|34.083463676081834|-118.3051569498975|Seafood Restaurant|25
East Hollywood - Census Tract 191203|Waba Grill Teriyaki House|34.091823205463115|-118.29155622301046|Asian Restaurant|24
Beverly Grove - Census Tract 194402|Duff's Cakemix|34.08371313783136|-118.37035010881151|Bakery|9
Hollywood - Census Tract 190202|Preston's At The Loews Hollywood Hotel|34.10318998222965|-118.33884276418073|American Restaurant|8
Hollywood - Census Tract 189800|West Hollywood Zankou|34.09838334037629|-118.3607675264714|Mediterranean Restaurant|22
Fairfax - Census Tract 192001|Colonial Wine Bar|34.08344883200046|-118.3457124915514|Gastropub|36
Beverly Grove - Census Tract 194402|Charm City Cakes West|34.08367154343979|-118.37046805260034|Bakery|9
Hollywood - Census Tract 190201|It's Pho|34.104423802166934|-118.33009997724538|Thai Restaurant|3
Hollywood - Census Tract 189800|Zankou Chicken|34.098297358358096|-118.3606829769508|Mediterranean Restaurant|22
Hollywood - Census Tract 190801|Taco Truck|34.09766397218048|-118.3220944616888|Food Truck|6
Hollywood - Census Tract 190301|Ay Dō No|34.10183475437262|-118.31840491107126|Korean Restaurant|28
Silver Lake - Census Tract 195803|Diablo|34.08501161883913|-118.27462204749958|Taco Place|14
Los Feliz - Census Tract 195300|Spitz: Home of the Doner Kabab|34.1025400139193|-118.28752006423848|Mediterranean Restaurant|22
Fairfax - Census Tract 192001|Lucifers Pizza|34.083672323308825|-118.34497319596673|Pizza Place|4
Beverly Grove - Census Tract 194402|Alfred Coffee & Kitchen|34.08351462099284|-118.37434056202393|Coffee Shop|1
Hollywood - Census Tract 190301|Sushi Stop|34.10536810929788|-118.31870339618544|Japanese Restaurant|27
Hollywood - Census Tract 189904|Open Source Organics|34.09819971995266|-118.34463757368331|Juice Bar|10
Silver Lake - Census Tract 195803|Silver Lake Ramen|34.08343777811164|-118.27365495853246|Noodle House|31
Hollywood - Census Tract 191820|Coffee + Food|34.083461684708396|-118.32317242461055|Café|5
Beverly Grove - Census Tract 194401|The Hart + The Hunter|34.08355265054432|-118.36280504454935|New American Restaurant|33
Lincoln Heights - Census Tract 199120|Little Rodeo|34.073673598228304|-118.20368458206323|Mexican Restaurant|2
East Hollywood - Census Tract 192620|Chinatown Express|34.076665151441425|-118.30058530976792|Chinese Restaurant|17
Silver Lake - Census Tract 195901|The Black Cat|34.092103050095474|-118.27979918805346|American Restaurant|8
Hollywood - Census Tract 190700|Veggie Grill|34.09785357586004|-118.32838418013138|Vegetarian / Vegan Restaurant|13
Hollywood - Census Tract 190202|Phillly Please Cheesesteak Truck|34.10682893790721|-118.33747685438863|Food Truck|6
Hollywood - Census Tract 191820|Vim Thai|34.08339473368351|-118.32625352743942|Thai Restaurant|3
Lincoln Heights - Census Tract 199120|Starbucks|34.071213670483466|-118.19770358915981|Coffee Shop|1
East Hollywood - Census Tract 191302|Caffe Vita Silverlake|34.09802319838786|-118.28656679748818|Coffee Shop|1
Beverly Grove - Census Tract 194500|Cookie Casa Bakery|34.076031927340274|-118.3665768328658|Bakery|9
Hollywood - Census Tract 190700|Javista Organic Coffee Bar|34.0982183|-118.3365442|Coffee Shop|1
Hollywood - Census Tract 190802|Eat This Cafe|34.09079358831146|-118.33238342172673|Café|5
East Hollywood - Census Tract 191203|The Vegan Joint|34.09529129713891|-118.29224333482391|Vegetarian / Vegan Restaurant|13
East Hollywood - Census Tract 191410|El Taqueria Huracan|34.090942389168895|-118.28732910994852|Food Truck|6
Echo Park - Census Tract 197600|Guisados|34.07026183469215|-118.25043738234746|Taco Place|14
Echo Park - Census Tract 195600|La Caridad|34.080559|-118.269876|Cuban Restaurant|55
Hollywood - Census Tract 190202|Panda Express|34.10411683703377|-118.3300189776105|Chinese Restaurant|17
East Hollywood - Census Tract 192610|Starbucks|34.08331580480458|-118.29824471220421|Coffee Shop|1
East Hollywood - Census Tract 192620|Beverly Chicken|34.076488885548514|-118.29379490016314|Middle Eastern Restaurant|29
Hollywood - Census Tract 191902|Chi Spacca|34.08328013853032|-118.33909660577774|Italian Restaurant|12
